EEG_Fp1,EEG_Fp2
-0.000291,-4.2e-05
-0.000246,-3e-05
-0.000186,2.5e-05
-0.000215,-1.5e-05
-0.000253,-4e-05
-0.000256,-3.8e-05
-0.000175,3.6e-05
-0.000185,5e-05
-0.000274,-4.3e-05
-0.000304,-7e-05
-0.000199,2.4e-05
-0.000147,5.7e-05
-0.000262,-6.7e-05
-0.000274,-7e-05
-0.000227,-3.6e-05
-0.000166,3.8e-05
-0.000222,-1e-05
-0.000292,-8.9e-05
-0.000263,-7.1e-05
-0.000166,3.8e-05
-0.000197,2.5e-05
-0.000267,-4.9e-05
-0.000251,-5.1e-05
-0.000177,5e-06
-0.000169,3.9e-05
-0.000232,-1.3e-05
-0.000234,-4.7e-05
-0.000201,-1.3e-05
-0.000157,4.5e-05
-0.000262,-3.9e-05
-0.000292,-8e-05
-0.000236,-1.4e-05
-0.000191,4.2e-05
-0.000235,-1.5e-05
-0.000267,-5.4e-05
-0.000228,-2.1e-05
-0.000193,1e-05
-0.000192,1.4e-05
-0.000285,-7e-05
-0.000271,-7.6e-05
-0.0002,-2e-05
-0.000194,4e-06
-0.000279,-7.3e-05
-0.000289,-8.9e-05
-0.000209,-3.7e-05
-0.000153,1e-05
-0.00022,-3.2e-05
-0.000311,-0.000105
-0.000237,-5.8e-05
-0.000157,1.2e-05
-0.000227,-4e-05
-0.000265,-8.7e-05
-0.000228,-6.9e-05
-0.000187,-2.6e-05
-0.000226,-3.9e-05
-0.000272,-9.3e-05
-0.000268,-0.000106
-0.000196,-1.4e-05
-0.000161,2.9e-05
-0.000248,-7.5e-05
-0.000271,-0.000108
-0.000211,-2.9e-05
-0.000185,2e-05
-0.000236,-1.3e-05
-0.000284,-7.4e-05
-0.000232,-5.1e-05
-0.000185,-5e-06
-0.000228,-3e-05
-0.000302,-0.000101
-0.00027,-7.2e-05
-0.000187,4e-06
-0.000195,1.9e-05
-0.000283,-6e-05
-0.000271,-8e-05
-0.000176,-2e-06
-0.000169,1.7e-05
-0.000233,-3.2e-05
-0.000235,-4.7e-05
-0.00016,3e-05
-9.2e-05,0.000104
-0.000134,6e-05
-0.000225,-2.7e-05
-0.000127,3.8e-05
-9.4e-05,8.8e-05
-0.000121,8.8e-05
-0.000193,9e-06
-0.00016,3e-06
-7.7e-05,0.000102
-0.0001,8.6e-05
-0.000171,1.3e-05
-0.000197,-2.2e-05
-0.000121,4.1e-05
-0.000131,5.4e-05
-0.00019,0.0
-0.000222,-4.7e-05
-0.000153,1.5e-05
-0.00011,4.7e-05
-0.000153,-7e-06
-0.000225,-7.9e-05
-0.000162,-1.9e-05
-0.000142,9e-06
-0.000167,-2.2e-05
-0.000224,-7e-05
-0.00019,-4.2e-05
-0.000113,4e-05
-0.000138,1.7e-05
-0.000223,-6.2e-05
-0.000228,-7.6e-05
-0.000154,-1e-05
-0.000131,3.1e-05
-0.000221,-3.2e-05
-0.000233,-7.8e-05
-0.000125,1.7e-05
-0.000103,4.6e-05
-0.000168,-6e-06
-0.000223,-5.7e-05
