EEG_Fp1,EEG_Fp2
2.9e-05,-3.8e-05
-2.4e-05,-0.000106
-1.8e-05,-0.000134
-1.1e-05,-0.000112
4.6e-05,-7e-05
1e-05,-0.000119
5.7e-05,-0.000139
-9e-06,-0.000106
-1e-05,-0.000148
-2.2e-05,-0.000148
-2.9e-05,-0.000158
2.4e-05,-7.5e-05
-3.5e-05,-0.000134
-3.8e-05,-0.000176
6e-06,-0.000129
-5.8e-05,-0.000192
4.5e-05,-0.000105
-4e-06,-0.000145
3.1e-05,-0.000156
2e-05,-0.000158
8e-06,-0.000135
-3e-05,-0.000187
-3.4e-05,-0.000181
-2e-06,-0.000188
6.5e-05,-0.000148
-7.2e-05,-0.000211
1.2e-05,-0.000171
-4.8e-05,-0.000233
-2.9e-05,-0.000207
1.7e-05,-0.000137
5.9e-05,-3e-05
-1.2e-05,-0.000175
-6.8e-05,-0.000225
-3.4e-05,-0.000216
2.5e-05,-0.000162
-3.2e-05,-0.000148
-2.8e-05,-0.000198
4.7e-05,-0.00011
-4e-06,-0.000153
9.5e-05,-8.1e-05
-1.7e-05,-0.000187
-3.9e-05,-0.000192
3.3e-05,-0.00016
3e-05,-0.000138
1e-06,-0.000189
9e-06,-0.000177
1.7e-05,-0.000149
1.6e-05,-0.000129
4.3e-05,-0.000151
-5.7e-05,-0.000227
-1.2e-05,-0.00019
4.6e-05,-0.000171
-8e-06,-0.000223
-2.3e-05,-0.000184
2.4e-05,-0.000187
1.9e-05,-0.000162
-0.0,-0.000185
-2.5e-05,-0.000216
-7e-06,-0.000244
-1.5e-05,-0.000201
3.8e-05,-0.000102
3.1e-05,-0.00023
-5.6e-05,-0.000279
2.8e-05,-0.000229
2.7e-05,-0.000181
-5e-06,-0.000276
6.3e-05,-0.000207
5.2e-05,-0.000183
-4.2e-05,-0.000304
-3.4e-05,-0.000322
-2.6e-05,-0.000316
-2.6e-05,-0.000329
3e-05,-0.000289
4e-05,-0.000248
5.8e-05,-0.000227
-1e-05,-0.000312
5e-06,-0.000344
2.5e-05,-0.000316
2.5e-05,-0.000329
-2.9e-05,-0.000396
9.1e-05,-0.000334
4.2e-05,-0.000387
3.9e-05,-0.000419
5.2e-05,-0.000436
5.9e-05,-0.00048
6.7e-05,-0.000499
8.1e-05,-0.000537
7.6e-05,-0.000597
0.000105,-0.000587
0.000156,-0.000545
0.000146,-0.000592
0.00014,-0.000632
0.000132,-0.000679
0.000222,-0.000605
0.000166,-0.000674
0.000171,-0.000693
0.000189,-0.000652
0.000185,-0.000743
0.000237,-0.000684
0.000178,-0.000757
0.000227,-0.000787
0.000151,-0.000794
0.000197,-0.000724
0.000197,-0.000747
0.000172,-0.000806
0.0002,-0.000747
0.000179,-0.000721
