EEG_Fp1,EEG_Fp2
0.000135,8e-06
0.000195,5.9e-05
0.000192,6.4e-05
0.00016,3.7e-05
0.000156,3.2e-05
0.000165,5e-05
0.000147,5.2e-05
0.000109,3.1e-05
0.000132,5.3e-05
0.000152,6.8e-05
0.000154,7.3e-05
0.000101,4.4e-05
0.000104,6e-05
0.000115,7.1e-05
9.4e-05,6.8e-05
8.8e-05,7.1e-05
7.7e-05,5.5e-05
9.4e-05,7.5e-05
9.8e-05,8.4e-05
9e-05,7.3e-05
5.8e-05,5.7e-05
8e-05,6.9e-05
0.000113,9.1e-05
0.000127,0.000105
8.9e-05,7.3e-05
5.3e-05,5.7e-05
9.5e-05,8e-05
0.000107,9.7e-05
9.4e-05,0.000104
0.000117,8.1e-05
9.3e-05,0.000103
7.4e-05,8.8e-05
9.5e-05,8.6e-05
0.00014,6.8e-05
0.00011,9.4e-05
9.7e-05,0.000141
9.3e-05,0.000107
2.5e-05,3.2e-05
0.000106,0.000101
0.000114,0.000136
9.1e-05,0.000115
0.000149,0.000129
0.000104,0.000143
0.000155,0.000194
0.000202,0.000228
0.00019,0.000233
0.000163,0.000203
9.6e-05,0.000177
0.000194,0.000228
0.000122,0.000201
0.000149,0.000198
0.000172,0.000227
0.000194,0.000257
0.000131,0.000167
0.000162,0.000254
0.000135,0.000169
0.000122,0.00017
0.000113,0.000168
0.000107,0.000174
4.1e-05,0.000107
0.000114,0.000156
0.000238,0.000297
0.000148,0.000196
6e-05,9.9e-05
6.9e-05,0.000108
0.000123,0.000175
0.000289,0.000318
-1.7e-05,1.6e-05
3.8e-05,5.2e-05
4.9e-05,7.2e-05
3.6e-05,0.000107
0.000217,0.000256
1e-05,3.8e-05
3.7e-05,0.000103
0.000198,0.000184
0.0001,0.00017
3.7e-05,8.2e-05
6.6e-05,7.6e-05
0.000145,0.000155
-0.000196,-0.000189
-6.7e-05,-5.6e-05
0.000321,0.000382
3.6e-05,5.4e-05
0.000509,0.000418
-9.4e-05,-0.000131
-0.000215,-0.000216
-0.000175,-0.000112
3e-06,-2.7e-05
0.000703,0.000658
0.000616,0.000511
0.000124,0.000201
0.000217,0.000241
-9e-05,-0.000207
-3e-05,1e-06
8.8e-05,7.6e-05
-0.000207,-0.000297
-9.5e-05,-0.000156
-0.000145,-0.000217
-0.000119,-0.000171
-8.2e-05,-0.000145
0.000422,0.00031
0.00057,0.000356
