EEG_Fp1,EEG_Fp2
-4e-06,0.000247
-8e-06,0.000272
2.3e-05,0.000321
5.7e-05,0.000303
5e-05,0.000261
5.9e-05,0.000304
7.8e-05,0.000319
7.8e-05,0.000297
6.4e-05,0.00027
7.4e-05,0.000277
8.8e-05,0.00031
6.8e-05,0.000301
7.6e-05,0.000262
3.7e-05,0.000219
4.8e-05,0.000253
6.6e-05,0.000269
5e-05,0.000225
2.1e-05,0.00017
8.3e-05,0.000253
5.1e-05,0.000241
1.7e-05,0.000172
1.6e-05,0.000147
4.5e-05,0.000205
3.4e-05,0.000237
3.1e-05,0.00023
1.9e-05,0.000185
1.5e-05,0.00018
2.7e-05,0.000226
3.8e-05,0.00024
1e-06,0.000199
8e-06,0.00019
2.1e-05,0.000257
1.8e-05,0.000241
1.3e-05,0.000183
-2.3e-05,0.000128
-1e-05,0.000165
1.1e-05,0.000212
1.3e-05,0.000198
-1.7e-05,0.000147
-1.7e-05,0.000166
1.3e-05,0.00021
5e-06,0.000178
-3e-06,0.000132
2e-06,0.000149
7e-06,0.000189
-6e-06,0.000173
-3e-06,0.000148
-1.5e-05,0.000131
6e-06,0.000185
1.2e-05,0.000209
-6e-06,0.000165
-1.6e-05,0.000139
0.0,0.00018
3.7e-05,0.000243
-2.7e-05,0.000174
-4.4e-05,0.000114
-2.4e-05,0.00013
6e-06,0.000172
-2.3e-05,0.00015
-4.3e-05,0.000108
-3e-05,0.000117
-1.7e-05,0.000171
-3.6e-05,0.000156
-3.1e-05,0.000112
-4.1e-05,9.7e-05
-2.1e-05,0.000163
1.5e-05,0.000186
-3e-06,0.000148
-2.4e-05,0.00011
1e-06,0.000172
8e-06,0.000207
1.1e-05,0.000182
1.6e-05,0.000183
1.7e-05,0.000199
-1e-06,0.000204
9e-06,0.000206
-1e-05,0.000138
4.1e-05,0.000174
1.1e-05,0.000202
1.5e-05,0.000182
-2.5e-05,0.000139
-1.5e-05,0.000138
1.5e-05,0.000182
1.8e-05,0.00019
-8e-06,0.000119
-2e-06,0.000109
1.7e-05,0.000151
1.7e-05,0.000168
-2.5e-05,0.000106
-3e-05,5.8e-05
-8e-06,9.3e-05
4e-06,0.000156
-9e-06,0.00011
-2.6e-05,7.1e-05
-2e-05,9.2e-05
-0.0,0.000124
8e-06,0.000135
-1.1e-05,7.6e-05
-2.6e-05,5.6e-05
2.6e-05,0.00012
-1.1e-05,0.000108
-2.7e-05,4.5e-05
-2.9e-05,4.2e-05
3e-06,9.3e-05
3e-05,0.000127
-1.3e-05,8.8e-05
8e-06,7.1e-05
6e-06,9.4e-05
2.1e-05,0.000137
9e-06,0.000134
-1.6e-05,8.2e-05
9e-06,0.000116
3.1e-05,0.00017
1.7e-05,0.00016
1e-06,0.000107
1e-05,0.00011
3.8e-05,0.000159
3.8e-05,0.000174
1.9e-05,0.000126
-4e-06,7.8e-05
2.3e-05,9.9e-05
5.3e-05,0.000165
1.7e-05,0.000118
2.4e-05,9.8e-05
2.3e-05,0.000132
2.5e-05,0.000149
1.7e-05,0.000139
2e-06,9.3e-05
-1e-06,9.1e-05
5.4e-05,0.000164
3.1e-05,0.000159
-3e-06,0.000104
-5e-06,9.8e-05
1.7e-05,0.000144
5.1e-05,0.000198
1e-06,0.000118
-3e-06,8.9e-05
1.2e-05,0.000114
4.9e-05,0.000172
8e-06,0.000121
-1.1e-05,7.6e-05
-6e-06,0.000111
3.1e-05,0.000148
3.1e-05,0.000117
-1.4e-05,3.6e-05
1.5e-05,8.9e-05
2.9e-05,0.00013
2.5e-05,0.00013
9e-06,9.4e-05
2.4e-05,8.9e-05
2.4e-05,0.000114
3.1e-05,0.000148
8e-06,8e-05
3e-06,5.3e-05
3.9e-05,0.000118
3.1e-05,0.000136
2.7e-05,0.000102
8e-06,3e-05
3.4e-05,9.7e-05
3.2e-05,0.000111
5.6e-05,0.000119
2e-06,2.1e-05
2.4e-05,4.1e-05
2.5e-05,8e-05
1.1e-05,8.3e-05
8e-06,2.6e-05
1.4e-05,3.1e-05
2.4e-05,6.8e-05
4e-05,9.6e-05
-8e-06,2.9e-05
-8e-06,-1e-06
1.3e-05,5.6e-05
5.7e-05,9e-05
