Top Image,Bottom Image,ISI,Reaction_Time,Response
T10.jpg,B10.jpg,1000,1000,HIT
T10.jpg,B18.jpg,1000,1000,HIT
T10.jpg,B28.jpg,1000,1000,HIT
T18.jpg,B10.jpg,1000,1000,HIT
T18.jpg,B18.jpg,1000,1000,HIT
T18.jpg,B28.jpg,1000,1000,HIT
T28.jpg,B10.jpg,1000,1000,HIT
T28.jpg,B18.jpg,1000,1000,HIT
T28.jpg,B28.jpg,1000,1000,HIT
