ISI,RT,Response,Stimulus
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
7000,2500,CR,0
